ID	allele_type
MTBC_2296	accessory
MTBC_2297	core
MTBC_2298	core
MTBC_2299	core
MTBC_2300	core
MTBC_2301	accessory
MTBC_2302	core
MTBC_2303	core
MTBC_2304	core
MTBC_2305	accessory
MTBC_2306	core
MTBC_2307	core
MTBC_2308	core
MTBC_2309	accessory
MTBC_2310	accessory
MTBC_2311	core
MTBC_2312	core
MTBC_2313	core
MTBC_2314	core
MTBC_2315	core
MTBC_2316	accessory
MTBC_2317	core
MTBC_2318	accessory
MTBC_2319	accessory
MTBC_2320	accessory
MTBC_2321	accessory
MTBC_2322	core
MTBC_2323	core
MTBC_2324	core
MTBC_2325	accessory
MTBC_2326	core
MTBC_2327	core
MTBC_2328	core
MTBC_2329	core
MTBC_2330	core
MTBC_2331	core
MTBC_2332	core
MTBC_2333	core
MTBC_2334	core
MTBC_2335	core
MTBC_2336	core
MTBC_2337	core
MTBC_2338	core
MTBC_2339	core
MTBC_2340	accessory
MTBC_2341	core
MTBC_2342	core
MTBC_2343	core
MTBC_2344	core
MTBC_2345	core
MTBC_2346	core
MTBC_2347	accessory
MTBC_2348	core
MTBC_2349	core
MTBC_2350	core
MTBC_2351	core
MTBC_2352	accessory
MTBC_2353	accessory
MTBC_2354	core
MTBC_2355	core
MTBC_2356	core
MTBC_2357	core
MTBC_2358	core
MTBC_2359	accessory
MTBC_2360	core
MTBC_2361	core
MTBC_2362	core
MTBC_2363	core
MTBC_2364	accessory
MTBC_2365	core
MTBC_2366	accessory
MTBC_2367	core
MTBC_2368	core
MTBC_2369	core
MTBC_2370	core
MTBC_2371	core
MTBC_2372	core
MTBC_2373	core
MTBC_2374	core
MTBC_2375	core
MTBC_2376	accessory
MTBC_2377	core
MTBC_2378	core
MTBC_2379	accessory
MTBC_2380	accessory
MTBC_2381	core
MTBC_2382	accessory
MTBC_2383	core
MTBC_2384	core
MTBC_2385	core
MTBC_2386	core
MTBC_2387	core
MTBC_2388	core
MTBC_2389	core
MTBC_2390	core
MTBC_2391	core
MTBC_2392	accessory
MTBC_2393	accessory
MTBC_2394	core
MTBC_2395	core
MTBC_2396	core
MTBC_2397	core
MTBC_2398	core
MTBC_2399	core
MTBC_2400	core
MTBC_2401	core
MTBC_2402	core
MTBC_2403	core
MTBC_2404	core
MTBC_2405	core
MTBC_2406	core
MTBC_2407	core
MTBC_2408	core
MTBC_2409	accessory
MTBC_2410	core
MTBC_2411	core
MTBC_2412	accessory
MTBC_2413	accessory
MTBC_2414	core
MTBC_2415	accessory
MTBC_2416	core
MTBC_2417	accessory
MTBC_2418	accessory
MTBC_2419	accessory
MTBC_2420	core
MTBC_2421	core
MTBC_2422	core
MTBC_2423	core
MTBC_2424	core
MTBC_2425	core
MTBC_2426	core
MTBC_2427	accessory
MTBC_2428	accessory
MTBC_2429	core
MTBC_2430	core
MTBC_2431	accessory
MTBC_2432	core
MTBC_2433	accessory
MTBC_2434	accessory
MTBC_2435	core
MTBC_2436	core
MTBC_2437	core
MTBC_2438	accessory
MTBC_2439	core
MTBC_2440	core
MTBC_2441	accessory
MTBC_2442	core
MTBC_2443	core
MTBC_2444	core
MTBC_2445	core
MTBC_2446	core
MTBC_2447	core
MTBC_2448	core
MTBC_2449	core
MTBC_2450	accessory
MTBC_2451	core
MTBC_2452	core
MTBC_2453	core
MTBC_2454	core
MTBC_2455	accessory
MTBC_2456	accessory
MTBC_2457	core
MTBC_2458	core
MTBC_2459	core
MTBC_2460	accessory
MTBC_2461	accessory
MTBC_2462	accessory
MTBC_2463	accessory
MTBC_2464	accessory
MTBC_2465	core
MTBC_2466	accessory
MTBC_2467	core
MTBC_2468	core
MTBC_2469	core
MTBC_2470	accessory
MTBC_2471	core
MTBC_2472	core
MTBC_2473	core
MTBC_2474	accessory
MTBC_2475	core
MTBC_2476	accessory
MTBC_2477	core
MTBC_2478	accessory
MTBC_2479	core
MTBC_2480	accessory
MTBC_2481	core
MTBC_2482	core
MTBC_2483	accessory
MTBC_2484	accessory
MTBC_2485	core
MTBC_2486	core
MTBC_2487	core
MTBC_2488	accessory
MTBC_2489	accessory
MTBC_2490	core
MTBC_2491	core
MTBC_2492	accessory
MTBC_2493	accessory
MTBC_2494	core
MTBC_2495	accessory
MTBC_2496	accessory
MTBC_2497	core
MTBC_2498	core
MTBC_2499	accessory
MTBC_2500	accessory
MTBC_2501	core
MTBC_2502	core
MTBC_2503	core
MTBC_2504	accessory
MTBC_2505	accessory
MTBC_2506	core
MTBC_2507	core
MTBC_2508	core
MTBC_2509	core
MTBC_2510	core
MTBC_2511	core
MTBC_2512	core
MTBC_2513	core
MTBC_2514	accessory
MTBC_2515	accessory
MTBC_2516	accessory
MTBC_2517	accessory
MTBC_2518	accessory
MTBC_2519	core
MTBC_2520	accessory
MTBC_2521	core
MTBC_2522	core
MTBC_2523	accessory
MTBC_2524	core
MTBC_2525	core
MTBC_2526	core
MTBC_2527	core
MTBC_2528	accessory
MTBC_2529	accessory
MTBC_2530	accessory
MTBC_2531	core
MTBC_2532	core
MTBC_2533	core
MTBC_2534	core
MTBC_2535	core
MTBC_2536	core
MTBC_2537	accessory
MTBC_2538	core
MTBC_2539	core
MTBC_2540	accessory
MTBC_2541	accessory
MTBC_2542	core
MTBC_2543	accessory
MTBC_2544	core
MTBC_2545	core
MTBC_2546	core
MTBC_2547	core
MTBC_2548	core
MTBC_2549	core
MTBC_2550	core
MTBC_2551	core
MTBC_2552	core
MTBC_2553	accessory
MTBC_2554	accessory
MTBC_2555	accessory
MTBC_2556	accessory
MTBC_2557	accessory
MTBC_2558	core
MTBC_2559	accessory
MTBC_2560	accessory
MTBC_2561	accessory
MTBC_2562	accessory
MTBC_2563	accessory
MTBC_2564	accessory
MTBC_2565	core
MTBC_2566	core
MTBC_2567	accessory
MTBC_2568	core
MTBC_2569	accessory
MTBC_2570	core
MTBC_2571	accessory
MTBC_2572	core
MTBC_2573	accessory
MTBC_2574	accessory
MTBC_2575	accessory
MTBC_2576	accessory
MTBC_2577	accessory
MTBC_2578	accessory
MTBC_2579	accessory
MTBC_2580	accessory
MTBC_2581	accessory
MTBC_2582	core
MTBC_2583	accessory
MTBC_2584	core
MTBC_2585	accessory
MTBC_2586	accessory
MTBC_2587	accessory
MTBC_2588	accessory
MTBC_2589	core
MTBC_2590	accessory
MTBC_2591	accessory
MTBC_2592	core
MTBC_2593	core
MTBC_2594	accessory
MTBC_2595	accessory
MTBC_2596	core
MTBC_2597	core
MTBC_2598	accessory
MTBC_2599	accessory
MTBC_2600	core
MTBC_2601	core
MTBC_2602	core
MTBC_2603	core
MTBC_2604	core
MTBC_2605	core
MTBC_2606	core
MTBC_2607	core
MTBC_2608	accessory
MTBC_2609	core
MTBC_2610	core
MTBC_2611	core
MTBC_2612	core
MTBC_2613	core
MTBC_2614	core
MTBC_2615	core
MTBC_2616	core
MTBC_2617	core
MTBC_2618	core
MTBC_2619	core
MTBC_2620	core
MTBC_2621	core
MTBC_2622	accessory
MTBC_2623	core
MTBC_2624	core
MTBC_2625	core
MTBC_2626	core
MTBC_2627	core
MTBC_2628	accessory
MTBC_2629	core
MTBC_2630	core
MTBC_2631	core
MTBC_2632	core
MTBC_2633	core
MTBC_2634	core
MTBC_2635	core
MTBC_2636	core
MTBC_2637	accessory
MTBC_2638	core
MTBC_2639	accessory
MTBC_2640	core
MTBC_2641	accessory
MTBC_2642	core
MTBC_2643	accessory
MTBC_2644	accessory
MTBC_2645	accessory
MTBC_2646	core
MTBC_2647	core
MTBC_2648	core
MTBC_2649	accessory
MTBC_2650	accessory
MTBC_2651	core
MTBC_2652	core
MTBC_2653	core
MTBC_2654	accessory
MTBC_2655	core
MTBC_2656	core
MTBC_2657	core
MTBC_2658	core
MTBC_2659	core
MTBC_2660	core
MTBC_2661	core
MTBC_2662	core
MTBC_2663	core
MTBC_2664	accessory
MTBC_2665	accessory
MTBC_2666	core
MTBC_2667	accessory
MTBC_2668	core
MTBC_2669	core
MTBC_2670	accessory
MTBC_2671	accessory
MTBC_2672	core
MTBC_2673	core
MTBC_2674	core
MTBC_2675	accessory
MTBC_2676	accessory
MTBC_2677	accessory
MTBC_2678	core
MTBC_2679	core
MTBC_2680	core
MTBC_2681	core
MTBC_2682	core
MTBC_2683	core
MTBC_2684	core
MTBC_2685	core
MTBC_2686	accessory
MTBC_2687	accessory
MTBC_2688	core
MTBC_2689	core
MTBC_2690	core
MTBC_2691	core
MTBC_2692	core
MTBC_2693	core
MTBC_2694	core
MTBC_2695	core
MTBC_2696	core
MTBC_2697	core
MTBC_2698	core
MTBC_2699	core
MTBC_2700	accessory
MTBC_2701	core
MTBC_2702	core
MTBC_2703	core
MTBC_2704	accessory
MTBC_2705	core
MTBC_2706	core
MTBC_2707	core
MTBC_2708	accessory
MTBC_2709	core
MTBC_2710	core
MTBC_2711	core
MTBC_2712	core
MTBC_2713	core
MTBC_2714	core
MTBC_2715	core
MTBC_2716	core
MTBC_2717	core
MTBC_2718	core
MTBC_2719	core
MTBC_2720	core
MTBC_2721	core
MTBC_2722	core
MTBC_2723	core
MTBC_2724	core
MTBC_2725	core
MTBC_2726	core
MTBC_2727	core
MTBC_2728	core
MTBC_2729	accessory
MTBC_2730	core
MTBC_2731	core
MTBC_2732	core
MTBC_2733	core
MTBC_2734	core
MTBC_2735	core
MTBC_2736	core
MTBC_2737	core
MTBC_2738	core
MTBC_2739	core
MTBC_2740	core
MTBC_2741	core
MTBC_2742	accessory
MTBC_2743	accessory
MTBC_2744	core
MTBC_2745	core
MTBC_2746	core
MTBC_2747	core
MTBC_2748	accessory
MTBC_2749	core
MTBC_2750	core
MTBC_2751	core
MTBC_2752	accessory
MTBC_2753	core
MTBC_2754	accessory
MTBC_2755	core
MTBC_2756	core
MTBC_2757	core
MTBC_2758	core
MTBC_2759	accessory
MTBC_2760	core
MTBC_2761	core
MTBC_2762	core
MTBC_2763	core
MTBC_2764	core
MTBC_2765	core
MTBC_2766	core
MTBC_2767	core
MTBC_2768	core
MTBC_2769	core
MTBC_2770	core
MTBC_2771	core
MTBC_2772	core
MTBC_2773	core
MTBC_2774	core
MTBC_2775	core
MTBC_2776	accessory
MTBC_2777	core
MTBC_2778	core
MTBC_2779	core
MTBC_2780	core
MTBC_2781	core
MTBC_2782	core
MTBC_2783	core
MTBC_2784	core
MTBC_2785	accessory
MTBC_2786	core
MTBC_2787	core
MTBC_2788	core
MTBC_2789	core
MTBC_2790	core
MTBC_2791	accessory
MTBC_2792	accessory
MTBC_2793	accessory
MTBC_2794	core
MTBC_2795	core
MTBC_2796	core
MTBC_2797	core
MTBC_2798	core
MTBC_2799	core
MTBC_2800	core
MTBC_2801	core
MTBC_2802	core
MTBC_2803	accessory
MTBC_2804	core
MTBC_2805	core
MTBC_2806	core
MTBC_2807	core
MTBC_2808	core
MTBC_2809	core
MTBC_2810	core
MTBC_2811	core
MTBC_2812	accessory
MTBC_2813	accessory
MTBC_2814	accessory
MTBC_2815	core
MTBC_2816	core
MTBC_2817	core
MTBC_2818	core
MTBC_2819	core
MTBC_2820	core
MTBC_2821	core
MTBC_2822	core
MTBC_2823	core
MTBC_2824	accessory
MTBC_2825	core
MTBC_2826	core
MTBC_2827	core
MTBC_2828	core
MTBC_2829	accessory
MTBC_2830	core
MTBC_2831	accessory
MTBC_2832	core
MTBC_2833	core
MTBC_2834	accessory
MTBC_2835	core
MTBC_2836	core
MTBC_2837	core
MTBC_2838	core
MTBC_2839	core
MTBC_2840	core
MTBC_2841	accessory
MTBC_2842	accessory
MTBC_2843	accessory
MTBC_2844	accessory
MTBC_2845	core
MTBC_2846	core
MTBC_2847	core
MTBC_2848	core
MTBC_2849	core
MTBC_2850	core
MTBC_2851	core
MTBC_2852	core
MTBC_2853	core
MTBC_2854	core
MTBC_2855	accessory
MTBC_2856	core
MTBC_2857	core
MTBC_2858	core
MTBC_2859	core
MTBC_2860	core
MTBC_2861	core
MTBC_2862	accessory
MTBC_2863	core
MTBC_2864	accessory
MTBC_2865	accessory
MTBC_2866	accessory
MTBC_2867	core
MTBC_2868	core
MTBC_2869	core
MTBC_2870	core
MTBC_2871	core
MTBC_2872	core
MTBC_2873	core
MTBC_2874	core
MTBC_2875	core
MTBC_2876	core
MTBC_2877	core
MTBC_2878	core
MTBC_2879	core
MTBC_2880	core
MTBC_2881	core
MTBC_2882	core
MTBC_2883	accessory
MTBC_2884	core
MTBC_2885	core
MTBC_2886	core
MTBC_2887	core
MTBC_2888	core
MTBC_2889	core
MTBC_2890	core
MTBC_2891	core
MTBC_2892	core
MTBC_2893	core
MTBC_2894	core
MTBC_2895	core
MTBC_2896	core
MTBC_2897	core
MTBC_2898	core
MTBC_2899	core
MTBC_2900	core
MTBC_2901	core
MTBC_2902	accessory
MTBC_2903	core
MTBC_2904	accessory
MTBC_2905	core
MTBC_2906	core
MTBC_2907	core
MTBC_2908	core
MTBC_2909	core
MTBC_2910	core
MTBC_2911	core
MTBC_2912	core
MTBC_2913	core
MTBC_2914	core
MTBC_2915	accessory
MTBC_2916	core
MTBC_2917	core
MTBC_2918	core
MTBC_2919	core
MTBC_2920	core
MTBC_2921	core
MTBC_2922	core
MTBC_2923	core
MTBC_2924	core
MTBC_2925	core
MTBC_2926	core
MTBC_2927	core
MTBC_2928	accessory
MTBC_2929	core
MTBC_2930	core
MTBC_2931	core
MTBC_2932	core
MTBC_2933	core
MTBC_2934	core
MTBC_2935	core
MTBC_2936	core
MTBC_2937	core
MTBC_2938	core
MTBC_2939	core
MTBC_2940	core
MTBC_2941	core
MTBC_2942	core
MTBC_2943	core
MTBC_2944	core
MTBC_2945	core
MTBC_2946	core
MTBC_2947	core
MTBC_2948	core
MTBC_2949	core
MTBC_2950	accessory
MTBC_2951	core
MTBC_2952	core
MTBC_2953	core
MTBC_2954	core
MTBC_2955	core
MTBC_2956	core
MTBC_2957	core
MTBC_2958	core
MTBC_2959	core
MTBC_2960	core
MTBC_2961	core
MTBC_2962	accessory
MTBC_2963	core
MTBC_2964	core
MTBC_2965	accessory
MTBC_2966	core
MTBC_2967	core
MTBC_2968	core
MTBC_2969	core
MTBC_2970	core
MTBC_2971	core
MTBC_2972	accessory
MTBC_2973	accessory
MTBC_2974	core
MTBC_2975	core
MTBC_2976	core
MTBC_2977	core
MTBC_2978	core
MTBC_2979	core
MTBC_2980	core
MTBC_2981	core
MTBC_2982	core
MTBC_2983	core
MTBC_2984	core
MTBC_2985	core
MTBC_2986	core
MTBC_2987	core
MTBC_2988	accessory
MTBC_2989	core
MTBC_2990	core
MTBC_2991	core
MTBC_2992	accessory
MTBC_2993	core
MTBC_2994	core
MTBC_2995	core
MTBC_2996	core
MTBC_2997	core
MTBC_2998	accessory
MTBC_2999	core
MTBC_3000	core
MTBC_3001	core
MTBC_3002	core
MTBC_3003	core
MTBC_3004	core
MTBC_3005	core
MTBC_3006	accessory
MTBC_3007	core
MTBC_3008	accessory
MTBC_3009	core
MTBC_3010	core
MTBC_3011	core
MTBC_3012	core
MTBC_3013	core
MTBC_3014	core
MTBC_3015	core
MTBC_3016	core
MTBC_3017	core
MTBC_3018	core
MTBC_3019	core
MTBC_3020	core
MTBC_3021	core
MTBC_3022	accessory
MTBC_3023	core
MTBC_3024	core
MTBC_3025	core
MTBC_3026	core
MTBC_3027	core
MTBC_3028	core
MTBC_3029	core
MTBC_3030	core
MTBC_3031	accessory
MTBC_3032	core
MTBC_3033	accessory
MTBC_3034	core
MTBC_3035	accessory
MTBC_3036	core
MTBC_3037	core
MTBC_3038	core
MTBC_3039	core
MTBC_3040	accessory
MTBC_3041	accessory
MTBC_3042	accessory
MTBC_3043	core
MTBC_3044	accessory
MTBC_3045	core
MTBC_3046	core
MTBC_3047	accessory
MTBC_3048	core
MTBC_3049	core
MTBC_3050	core
MTBC_3051	core
MTBC_3052	core
MTBC_3053	core
MTBC_3054	core
MTBC_3055	core
MTBC_3056	accessory
MTBC_3057	core
MTBC_3058	core
MTBC_3059	accessory
MTBC_3060	core
MTBC_3061	core
MTBC_3062	core
MTBC_3063	core
MTBC_3064	core
MTBC_3065	core
MTBC_3066	core
MTBC_3067	core
MTBC_3068	core
MTBC_3069	core
MTBC_3070	core
MTBC_3071	accessory
MTBC_3072	core
MTBC_3073	core
MTBC_3074	core
MTBC_3075	core
MTBC_3076	core
MTBC_3077	core
MTBC_3078	accessory
MTBC_3079	core
MTBC_3080	core
MTBC_3081	core
MTBC_3082	accessory
MTBC_3083	accessory
MTBC_3084	accessory
MTBC_3085	core
MTBC_3086	accessory
MTBC_3087	core
MTBC_3088	core
MTBC_3089	core
MTBC_3090	core
MTBC_3091	core
MTBC_3092	core
MTBC_3093	accessory
MTBC_3094	core
MTBC_3095	core
MTBC_3096	accessory
MTBC_3097	core
MTBC_3098	core
MTBC_3099	core
MTBC_3100	core
MTBC_3101	core
MTBC_3102	core
MTBC_3103	accessory
MTBC_3104	core
MTBC_3105	core
MTBC_3106	core
MTBC_3107	core
MTBC_3108	core
MTBC_3109	core
MTBC_3110	core
MTBC_3111	core
MTBC_3112	core
MTBC_3113	core
MTBC_3114	accessory
MTBC_3115	accessory
MTBC_3116	accessory
MTBC_3117	accessory
MTBC_3118	core
MTBC_3119	core
MTBC_3120	core
MTBC_3121	core
MTBC_3122	core
MTBC_3123	core
MTBC_3124	core
MTBC_3125	core
MTBC_3126	core
MTBC_3127	core
MTBC_3128	core
MTBC_3129	accessory
MTBC_3130	core
MTBC_3131	core
MTBC_3132	core
MTBC_3133	core
MTBC_3134	core
MTBC_3135	accessory
MTBC_3136	core
MTBC_3137	accessory
MTBC_3138	core
MTBC_3139	core
MTBC_3140	core
MTBC_3141	accessory
MTBC_3142	core
MTBC_3143	accessory
MTBC_3144	core
MTBC_3145	core
MTBC_3146	core
MTBC_3147	core
MTBC_3148	core
MTBC_3149	core
MTBC_3150	core
MTBC_3151	core
MTBC_3152	accessory
MTBC_3153	core
MTBC_3154	accessory
MTBC_3155	core
MTBC_3156	core
MTBC_3157	core
MTBC_3158	core
MTBC_3159	core
MTBC_3160	core
MTBC_3161	core
MTBC_3162	core
MTBC_3163	core
MTBC_3164	core
MTBC_3165	core
MTBC_3166	core
MTBC_3167	accessory
MTBC_3168	core
MTBC_3169	core
MTBC_3170	core
MTBC_3171	accessory
MTBC_3172	accessory
MTBC_3173	core
MTBC_3174	core
MTBC_3175	core
MTBC_3176	core
MTBC_3177	core
MTBC_3178	accessory
MTBC_3179	core
MTBC_3180	core
MTBC_3181	accessory
MTBC_3182	accessory
MTBC_3183	core
MTBC_3184	core
MTBC_3185	core
MTBC_3186	accessory
MTBC_3187	accessory
MTBC_3188	accessory
MTBC_3189	accessory
MTBC_3190	accessory
MTBC_3191	core
MTBC_3192	core
MTBC_3193	core
MTBC_3194	core
MTBC_3195	accessory
MTBC_3196	core
MTBC_3197	core
MTBC_3198	core
MTBC_3199	core
MTBC_3200	core
MTBC_3201	core
MTBC_3202	core
MTBC_3203	core
MTBC_3204	core
MTBC_3205	core
MTBC_3206	core
MTBC_3207	core
MTBC_3208	core
MTBC_3209	accessory
MTBC_3210	core
MTBC_3211	core
MTBC_3212	core
MTBC_3213	core
MTBC_3214	core
MTBC_3215	core
MTBC_3216	core
MTBC_3217	accessory
MTBC_3218	core
MTBC_3219	core
MTBC_3220	accessory
MTBC_3221	core
MTBC_3222	core
MTBC_3223	core
MTBC_3224	core
MTBC_3225	core
MTBC_3226	accessory
MTBC_3227	core
MTBC_3228	core
MTBC_3229	core
MTBC_3230	core
MTBC_3231	core
MTBC_3232	core
MTBC_3233	core
MTBC_3234	core
MTBC_3235	core
MTBC_3236	accessory
MTBC_3237	core
MTBC_3238	accessory
MTBC_3239	core
MTBC_3240	core
MTBC_3241	core
MTBC_3242	core
MTBC_3243	core
MTBC_3244	core
MTBC_3245	core
MTBC_3246	core
MTBC_3247	core
MTBC_3248	core
MTBC_3249	core
MTBC_3250	core
MTBC_3251	core
MTBC_3252	accessory
MTBC_3253	core
MTBC_3254	core
MTBC_3255	accessory
MTBC_3256	accessory
MTBC_3257	accessory
MTBC_3258	core
MTBC_3259	core
MTBC_3260	accessory
MTBC_3261	core
MTBC_3262	accessory
MTBC_3263	core
MTBC_3264	core
MTBC_3265	core
MTBC_3266	core
MTBC_3267	core
MTBC_3268	accessory
MTBC_3269	core
MTBC_3270	core
MTBC_3271	core
MTBC_3272	core
MTBC_3273	core
MTBC_3274	core
MTBC_3275	core
MTBC_3276	accessory
MTBC_3277	core
MTBC_3278	accessory
MTBC_3279	core
MTBC_3280	accessory
MTBC_3281	core
MTBC_3282	core
MTBC_3283	core
MTBC_3284	core
MTBC_3285	core
MTBC_3286	core
MTBC_3287	core
MTBC_3288	accessory
MTBC_3289	core
MTBC_3290	core
MTBC_3291	accessory
MTBC_3292	core
MTBC_3293	core
MTBC_3294	accessory
MTBC_3295	core
MTBC_3296	core
MTBC_3297	core
MTBC_3298	core
MTBC_3299	core
MTBC_3300	accessory
MTBC_3301	core
MTBC_3302	core
MTBC_3303	core
MTBC_3304	core
MTBC_3305	core
MTBC_3306	core
MTBC_3307	core
MTBC_3308	core
MTBC_3309	core
MTBC_3310	core
MTBC_3311	core
MTBC_3312	core
MTBC_3313	core
MTBC_3314	core
MTBC_3315	core
MTBC_3316	core
MTBC_3317	core
MTBC_3318	core
MTBC_3319	core
MTBC_3320	core
MTBC_3321	core
MTBC_3322	core
MTBC_3323	core
MTBC_3324	core
MTBC_3325	core
MTBC_3326	core
MTBC_3327	core
MTBC_3328	core
MTBC_3329	accessory
MTBC_3330	core
MTBC_3331	core
MTBC_3332	core
MTBC_3333	core
MTBC_3334	core
MTBC_3335	core
MTBC_3336	core
MTBC_3337	core
MTBC_3338	accessory
MTBC_3339	core
MTBC_3340	core
MTBC_3341	core
MTBC_3342	core
MTBC_3343	core
MTBC_3344	core
MTBC_3345	core
MTBC_3346	core
MTBC_3347	core
MTBC_3348	core
MTBC_3349	core
MTBC_3350	core
MTBC_3351	accessory
MTBC_3352	accessory
MTBC_3353	core
MTBC_3354	core
MTBC_3355	core
MTBC_3356	core
MTBC_3357	core
MTBC_3358	core
MTBC_3359	core
MTBC_3360	core
MTBC_3361	core
MTBC_3362	core
MTBC_3363	accessory
MTBC_3364	core
MTBC_3365	accessory
MTBC_3366	core
MTBC_3367	core
MTBC_3368	core
MTBC_3369	accessory
MTBC_3370	core
MTBC_3371	accessory
MTBC_3372	accessory
MTBC_3373	core
MTBC_3374	core
MTBC_3375	core
MTBC_3376	accessory
MTBC_3377	core
MTBC_3378	core
MTBC_3379	accessory
MTBC_3380	core
MTBC_3381	core
MTBC_3382	core
MTBC_3383	core
MTBC_3384	core
MTBC_3385	core
MTBC_3386	core
MTBC_3387	core
MTBC_3388	core
MTBC_3389	core
MTBC_3390	core
MTBC_3391	accessory
MTBC_3392	core
MTBC_3393	core
MTBC_3394	core
MTBC_3395	accessory
MTBC_3396	core
MTBC_3397	core
MTBC_3398	core
MTBC_3399	core
MTBC_3400	accessory
